,type,url,headline,euRelation,countryOfOrigin,claimreviewed,source_url,date_published_parsed
73,Debunk,https://www.ellinikahoaxes.gr/2024/07/12/vinteo-den-schetizetai-me-tis-prosfates-ekloges-tis-gallias/,Video NOT related to the recent French elections,Direct,GR,Video shows celebrations in France over the election victory of the New Popular Front,https://x.com/ExwApopsi_/status/1810100563792609700,2024-07-12 16:38:01.000
74,Debunk,https://demagog.org.pl/fake_news/umowa-miedzy-polska-a-ukraina-wciagnie-nas-do-wojny-sprawdzamy/,An agreement between Poland and Ukraine will drag us into war? We analyse,Indirect,PL,Poland will be included in the war through an agreement signed between it and Ukraine,https://www.tiktok.com/@szaman8282/video/7389517313675939105,2024-07-12 15:46:37.000
75,Debunk,https://www.newtral.es/foro-economico-ferris-inmigrantes/20240712/,The ferries that appear in this video do not carry “immigrants from Africa”,Indirect,ES,"The World Economic Forum is now using ferries to bring immigrants from Africa, as shown in this video.",https://x.com/mavica81/status/1809230744734044179,2024-07-12 15:32:28.000
76,Debunk,https://raskrinkavanje.ba/analiza/saharska-prasina-i-grad-nisu-rezultat-manipulacije-vremenom,Saharska prašina i grad nisu rezultat “manipulacije vremenom”,Indirect,BA,"Kako je moguće da pustinjskog pijeska ima u zraku, a vjetra gotovo da i nema? Da li je moguće da je netko manipulirao vremenskim uvjetima i da li je to stvarno bio samo pustinjski pijesak ili nešto mnogo gore?",https://www.tiktok.com/@balkan.visionarius/video/7385057651677203717,2024-07-12 13:52:03.637
77,Debunk,https://factcheck.vlaanderen/factcheck/verkeerde-voorspellingen-belgische-media-wijzen-niet-op-vervalsing-verkiezingen-frankrijk,"No, mispredictions in Belgian media do not indicate falsified elections in France",Indirect,BE,The Rassemblement National leads the French elections,https://twitter.com/lalibrebe/status/1809998382443696287,2024-07-12 13:41:48.487
78,Debunk,https://factuel.afp.com/doc.afp.com.363K4JT,"Attention to these publications, which compare CO2 emissions linked to volcanic eruptions and those related to agriculture",Indirect,FR,CO2 emissions from volcanoes are less important than those of human origin linked to agriculture,https://x.com/AssoClimatoReal/status/1809585518360801622,2024-07-12 13:34:00.000
79,Debunk,https://faktencheck.afp.com/doc.afp.com.363W4KN,Picture of helpers following attack on children's hospital in Kiev is real,Indirect,DE,The photo of helpers following the attack on a children's hospital in Kiev has been manipulated,https://x.com/Schmitt_News/status/1810936754054017085,2024-07-12 13:28:00.000
80,Debunk,https://mythdetector.ge/en/weather-forecast-colors-and-global-warming/,Weather Forecast Colors and Global Warming – What do we know about the photos?,Direct,GE,"The images from German weather forecast show that almost the same temperature is now considered global warming, which was considered normal in the past, which indicates that global warming is made up",https://www.threads.net/@369neworder/post/C9NWuT3MhYL?xmt=AQGz-Cr1YeCinDPWQ8nyAPYOH5TLGRrEkjI7jZXUdZ9IpA,2024-07-12 11:58:03.000
81,Debunk,https://mythdetector.ge/en/elections-celebration-or-a-pro-palestine-rally-in-france-what-does-the-video-depict/,Elections celebration or a pro-Palestine rally in France – what does the video depict?,Direct,GE,The victory of the leftists in the French parliamentary elections was celebrated with Palestinian flags,https://www.facebook.com/geofirstnews/posts/pfbid06rhtkKvck4Jqo1i6xGtPbF1Kw5QhPSf62EzvhwRZ4SjakTn2bvKYmeijh7PwDJZHl,2024-07-12 11:29:42.000
82,Debunk,https://factcheckgreek.afp.com/doc.afp.com.363W4JH,Serifos wildfire misleadingly linked to cancelled wind farm project,Indirect,GR,The island of Serifos burned to make place for 87 wind turbines by the Mytilineos firm,https://www.facebook.com/aggelos.fokas.14/posts/pfbid02dkBUiNk2XhWZ9mdijf8oxB6iQFhyK4o57oTrA4csok9VeZx3czVAkFjTkuuLwmNjl,2024-07-12 07:52:00.000
83,Debunk,https://www.ostro.si/si/razkrinkavanje/objave/slusni-aparat-iz-spornega-oglasa-ne-more-nadomestiti-zdravnika,The hearing aid from the controversial ad cannot replace the doctor,Indirect,SI,"“Introducing the PureSound Pulse hearing amplifier, the only one on the market with new sound technology that adapts to the environment and the degree of hearing loss.”",https://static1.squarespace.com/static/5b20fe764611a08280b04412/t/66900b55d1abdd5c16df7427/1720716117656/oglas_SN.jpg,2024-07-12 04:00:00.000
84,Debunk,https://verifica.efe.com/biden-pandemia-fondos-provocar-falso/,"Biden asked for funds to prepare for a second pandemic, not to cause it",Indirect,ES,Joe Biden acknowledged that they need money to cause a second pandemic,https://x.com/dejanirasilveir/status/1810752047127638197,2024-07-11 16:36:40.000
85,Factcheck,https://demagog.org.pl/wypowiedzi/podatek-od-ciast-domowej-roboty-nie-ma-takich-planow/,Tax on homemade cakes? There are no such plans,Indirect,PL,"When you think they've already taxed everything they can, a whole white tax on homemade cakes comes in!",https://x.com/KonradBerkowicz/status/1809171506594713884,2024-07-11 15:49:00.000
86,Debunk,https://teyit.org/analiz/fotografin-ingiltere-basbakani-keir-starmerin-mazbata-torenini-gosterdigi-iddiasi,The claim that the photo shows the inauguration ceremony of UK Prime Minister Keir Starmer,Indirect,TR,The claim that the photo shows the inauguration ceremony of UK Prime Minister Keir Starmer,https://x.com/yazarmuratakan/status/1810606000073740295,2024-07-11 14:00:00.000
87,Debunk,https://proveri.afp.com/doc.afp.com.363R78R,This video does not show a Spanish beach after a festival dedicated to environmental protection,Indirect,BG,This video does shows Spanish beach after a festival dedicated to environmental protection,,2024-07-11 13:49:00.000
88,Debunk,https://mythdetector.ge/en/an-ai-generated-photo-of-the-new-british-prime-minister-circulating-on-social-media/,An AI-generated photo of the new British Prime Minister circulating on social media,Indirect,GE,The photo shows the new British PM with a pink hijab,https://www.facebook.com/photo/?fbid=122181915014037370&set=a.122103461150037370,2024-07-11 13:47:34.000
89,Debunk,https://www.verificat.cat/es/exponerte-al-sol-de-manera-repetida-no-te-hara-tolerante-a-las-quemaduras/,Repeated exposure to the sun will not make you tolerant to burns,Indirect,ES,Expose your body to the sun so that it creates a natural solar callus that will protect you in summer when the sun is most intense,https://www.tiktok.com/@alvarolift/video/7357274572959370529,2024-07-11 13:47:16.000
90,Debunk,https://cinjenice.afp.com/doc.afp.com.363D29A,The result of a 2022 laboratory analysis is not proof that 'Saharan sand' is an unnatural phenomenon,Indirect,RS,Dirty rain is not real Saharan sand and contains dangerous heavy metals,https://www.facebook.com/safet.salkic.102/posts/pfbid027wiWYdfowiFh6x9nXZnemeCvurLr1hQmxpxk7rpPDL1ckQzRyxmC5Lq82CXzo3J9l,2024-07-11 13:32:00.000
91,Debunk,https://demagog.org.pl/fake_news/74-proc-zgonow-to-wina-szczepien-na-covid-19-sprawdzamy-to/,74 percent deaths are due to COVID-19 vaccinations? We're checking it out,Indirect,PL,Autopsies of people who died after receiving the COVID-19 vaccine show that 74 percent of them died from vaccination,https://www.facebook.com/tomek.wrzesinski.90/posts/pfbid02ua6Y6v3g2pxQ2TE49vKs1DAvXVkHbKiR1M9yP7LMDD28mwoMXAitZWZWQR7LRFDzl,2024-07-11 13:21:03.000
92,Debunk,https://demagog.org.pl/fake_news/lewandowski-zacheca-do-inwestowania-kolejny-scam-z-uzyciem-ai/,Lewandowski encourages investment? Another scam using AI,Direct,PL,Robert Lewandowski encourages you to invest money on an investment platform,https://www.facebook.com/61562240308912/videos/7840377422682502/,2024-07-11 12:28:59.000
93,Debunk,https://www.newtral.es/eurocopa-2020-brazalete-lgbti/20240711/,The European Union did not “impose LGBTI armbands” on the captains of Euro 2020 nor did it in 2024,Direct,ES,The European Union required all captains of the European 2020 national teams to wear the LGBTI badge.,https://x.com/DANTE_eloficial/status/1807917057595335070,2024-07-11 12:23:54.000
94,Debunk,https://demagog.org.pl/fake_news/unia-wprowadzi-podatek-od-sprzedazy-ciast-sprawdzamy-to/,Will the EU introduce a tax on the sale of cakes? We're checking it out,Direct,PL,The European Union intends to introduce a tax on the sale of cakes at school fairs,https://www.facebook.com/ejcinekjestesmyzgubieni/posts/pfbid0368DeisLTYdm48iWf5vyUfURN5mpJHujZBD9E1ALVoSWMdPx1PZr6uKiKhkPdqRkBl,2024-07-11 09:33:23.000
95,Debunk,https://correctiv.org/faktencheck/2024/07/11/nein-olena-selenska-oder-wolodymyr-selenskyj-haben-kein-fuenf-sterne-hotel-auf-zypern-gekauft/,"No, Olena Zelenska or Volodymyr Zelensky did not buy a five-star hotel in Cyprus",Indirect,DE,Olena Selenska and Volodymyr Zelenskyj have bought the five-star Vuni-Palace hotel with casino in Cyprus for an estimated 170 million euros,https://x.com/OttoFriedel/status/1798724547753173469,2024-07-11 08:55:48.000
96,Debunk,https://www.verificat.cat/es/el-co%e2%82%82-emitido-por-las-erupciones-volcanicas-no-suma-ni-un-2-de-las-emisiones-humanas-anuales/,The CO₂ emitted by volcanic eruptions does not account for even 2% of annual human emissions,Direct,ES,"Etna, located in Sicily, erupts, emitting metric tons of carbon dioxide... Maybe it should be banned so that it doesn\'t emit as much CO2 as your diesel car, don\'t you think?",https://x.com/CapitanBitcoin/status/1809229447863705868,2024-07-11 08:08:36.000
97,Debunk,https://mythdetector.ge/en/manipulation-as-if-disney-allocated-money-to-fund-gender-clinics/,"Manipulation, as if Disney Allocated Money to Fund Gender Clinics",Indirect,GE,Disney Allocated Money to Fund Gender Clinics to promote Gender reassignment procedures in minors,https://www.facebook.com/Postv.LiberalismisAnatomia/posts/3695113767404274/,2024-07-11 07:20:24.000
98,Debunk,https://science.feedback.org/review/no-research-shows-covid19-vaccines-promote-cancer-study-tested-spike-protein-from-virus-laboratory-cells/,No research shows that COVID-19 vaccines promote cancer in people; study cited as evidence tested the spike protein from the virus in laboratory cells,Indirect,FR,“SPIKE PROTEINS FROM COVID SHOTS COULD PROMOTE CANCER GROWTH”,https://www.facebook.com/reel/483737940807737,2024-07-10 19:57:49.000
99,Debunk,https://www.ellinikahoaxes.gr/2024/07/10/anyparktes-diloseis-apodidontai-ston-zan-lik-melanson-meta-to-peras-ton-gallikon-eklogon/,Non-existent statements attributed to Jean-Luc Mélenchon after the French elections,Indirect,GR,"French Popular Front leader Jean-Lique Mélenchon promises that Arabic will become an official language in France after the election result, saying that “many Muslim brothers voted for us”",https://www.facebook.com/permalink.php?story_fbid=pfbid0HpJkvuvYVnG8TRHr77cGoD1HvqfDnjR77PnAuoFVUs5q8KcCUUaJ1eKX4CaWQhpSl&id=100043230190545,2024-07-10 18:57:27.000
100,Debunk,https://verifica.efe.com/perfil-lamine-yamal-twitter-cuenta-parodia/,"Este perfil de Lamine Yamal no es el oficial del jugador, es una cuenta parodia",Indirect,ES,An X profile is the official name of the Spanish soccer player Lamine Yamal,,2024-07-10 18:01:10.000
101,Debunk,https://www.ellinikahoaxes.gr/2024/07/10/to-episimo-site-tis-proeklogikis-kabanias-tou-makron-den-proothouse-tin-exagora-psifon-me-100-evro/,"No, Macron does not buy votes for 100 euros",Indirect,GR,French President Emmanuel Macron is buying votes for 100 euros in the 2024 parliamentary elections,https://www.facebook.com/ioanna.ypsilanti.3/posts/pfbid0c6Wtb14255JoccRvYaPLtjrJcRfkaF2yb55Ds7rxCtMcA9pU83vZQEKe5tadSyhjl,2024-07-10 17:23:55.000
102,Debunk,https://faktencheck.afp.com/doc.afp.com.363D6GL,"Video shows controlled fire to prevent forest fires, not arson",Indirect,DE,"Climate change is not increasing wildfires, people set them on purpose.",https://t.me/kenjebsen/14218,2024-07-10 15:13:00.000
103,Debunk,https://raskrinkavanje.ba/analiza/madarska-ne-napusta-nato,Mađarska ne napušta NATO,Direct,BA,"Mađarska napušta NATO?  Mađarska Vlada preispituje ulogu svoje zemlje u NATO, jer ne želi da učestvuje u vojnoj misiji Alijanse u Ukrajini, izjavio je premijer Mađarske Viktor Orban.",https://t.me/SLOVENSKIMEDVED/11243,2024-07-10 15:11:27.245
104,Factcheck,https://demagog.org.pl/wypowiedzi/wypadki-na-przejsciach-dla-pieszych-ginie-coraz-mniej-osob/,Accidents at pedestrian crossings. Fewer and fewer people are dying,Direct,PL,"In 2018, the EU adopted a strategic target to halve the number of road fatalities by 2030. At pedestrian crossings, Poland achieved this goal already in 2023 - the number of fatalities decreased from 285 to 143, which is almost exactly half",https://x.com/jwojc/status/1809242347424629083,2024-07-10 15:08:44.000
105,Debunk,https://teyit.org/analiz/fransada-melenchon-ve-destekcilerinin-enternasyonel-marsi-soyledigi-goruntuler-guncel-mi,Are the images of Mélenchon and his supporters singing the Internationale in France recent?,Direct,TR,The claim is whether the images of Mélenchon and his supporters singing the Internationale in France are recent,https://x.com/Urbarli/status/1810041248037708058,2024-07-10 15:00:00.000
106,Debunk,https://www.newtral.es/reaccion-votantes-rn/20240710/,This video does not show the reaction of National Regrouping voters after the results of the legislatures in 2024,Indirect,ES,This video shows the reaction of National Regrouping voters to the results of the French legislative elections in 2024.,https://x.com/Blackisakolorr/status/1810065121961546071,2024-07-10 14:42:21.000
107,Debunk,https://factual.afp.com/doc.afp.com.363J8AQ,The invoice that would show that Zelenski's wife bought the new Bugatti is false,Indirect,ES,Olena Zelenska bought the Bugatti Tourbillon for 4.5 million euros,https://www.facebook.com/SATROJO19/posts/1026274595769355?ref=embed_post,2024-07-10 14:13:00.000
108,Debunk,https://demagog.org.pl/fake_news/nagranie-z-wojciechem-cejrowskim-uwaga-to-deepfake-oszustow/,A recording with Wojciech Cejrowski? Attention is a deepfake of scammers,Direct,PL,"In a telephone conversation recorded from hiding, Wojciech Cejrowski tells his interlocutor that he must delete the interview they conducted the day before, because no one should see him",https://www.facebook.com/permalink.php?story_fbid=pfbid0dQCdUrvSTxyFMoLGm6JinVBMwz4go6Q9oZQSyMAwqS9sjm15fXHtSCaixCZRs7wdl&id=61558988694298,2024-07-10 12:22:26.000
109,Debunk,https://correctiv.org/faktencheck/2024/07/10/nein-in-diese-berliner-moschee-wurde-kein-schweinekopf-in-einer-palaestina-flagge-geworfen/,"No, no pig's head in a Palestine flag was thrown into this Berlin mosque",Indirect,DE,A pig's head in a Palestine flag with the inscription “Ukraine stands for Israel” was thrown into the Berlin mosque,https://berliner-wochenzeitung.de/?p=388,2024-07-10 12:00:19.000
110,Debunk,https://www.newtral.es/bulo-bandera-francia-inmigrantes/20240710/,"This flag doesn't say that “France belongs to immigrants”, it's a mistranslation",Indirect,ES,"The left, after the victory in the legislative elections, displays a large French flag with the inscription: “France belongs to immigrants”.",https://x.com/ElTrumpista/status/1810031682604417092,2024-07-10 10:58:35.000
111,Debunk,https://mythdetector.ge/en/does-the-who-encourage-children-between-the-ages-of-9-and-12-to-have-their-first-sexual-experience/,Does the WHO encourage children between the ages of 9 and 12 to have their first sexual experience?,Indirect,GE,The WHO encourages children between the ages of 9 and 12 to have their first sexual experience,https://www.facebook.com/100000703532984/posts/1242643660056496/,2024-07-10 08:58:29.000
112,Debunk,https://www.verificat.cat/es/el-video-viral-que-muestra-a-musulmanes-rezando-en-una-calle-no-es-en-paris-sino-en-moscu/,"The viral video showing Muslims praying on a street is not in Paris, but in Moscow",Direct,ES,This is Emmanuel Macron\'s Paris,https://x.com/ghitis/status/1800296229110456566,2024-07-10 08:00:00.000
